rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
268,128,7.412500000000003,0.5,7.985692788659992,15.971385577319984,100.0,20,20,100.0,,,,
269,233,7.412100000000001,0.5,8.209743937758825,16.41948787551765,100.0,20,20,100.0,,,,
270,87,7.4077,0.5,7.995956827013572,15.991913654027144,100.0,20,20,100.0,,,,
271,28,7.407300000000001,0.5,7.903356098173984,15.806712196347968,100.0,20,20,100.0,,,,
272,20,7.405900000000001,0.5,8.036265528675763,16.072531057351526,100.0,20,20,100.0,,,,
273,101,7.405499999999998,0.5,7.540720937671952,15.081441875343904,100.0,20,20,100.0,,,,
274,79,7.404600000000002,0.5,7.846085358711453,15.692170717422906,100.0,20,20,100.0,,,,
275,18,7.402100000000002,0.5,8.261692123174523,16.523384246349046,100.0,20,20,100.0,,,,
276,77,7.390599999999999,0.5,7.8372064866924305,15.674412973384861,100.0,20,20,100.0,,,,
277,9,7.3904,0.5,8.300845755723923,16.601691511447846,100.0,20,20,100.0,,,,
278,72,7.390099999999999,0.5,7.754252755785207,15.508505511570414,100.0,20,20,100.0,,,,
279,94,7.389000000000001,0.5,7.520904540087107,15.041809080174215,100.0,20,20,100.0,,,,
280,5,7.385200000000002,0.5,8.392357062104931,16.784714124209863,100.0,20,20,100.0,,,,
281,71,7.3847000000000005,0.5,7.832233825087914,15.664467650175828,100.0,20,20,100.0,,,,
282,47,7.383699999999999,0.5,7.812450885284922,15.624901770569844,100.0,20,20,100.0,,,,
283,11,7.3834,0.5,8.297687061868768,16.595374123737535,100.0,20,20,100.0,,,,
284,88,7.382900000000004,0.5,7.74758873325689,15.49517746651378,100.0,20,20,100.0,,,,
285,3,7.378499999999997,0.5,8.473409770319563,16.946819540639126,100.0,20,20,100.0,,,,
286,93,7.3783,0.5,7.783008047826089,15.566016095652177,100.0,20,20,100.0,,,,
287,68,7.3774999999999995,0.5,8.291727814271843,16.583455628543685,100.0,20,20,100.0,,,,
288,159,7.373899999999999,0.5,8.126778090324539,16.253556180649078,100.0,20,20,100.0,,,,
289,61,7.373500000000002,0.5,7.928900016252493,15.857800032504986,100.0,20,20,100.0,,,,
290,65,7.373299999999999,0.5,8.44514064916884,16.89028129833768,100.0,20,20,100.0,,,,
291,54,7.372900000000001,0.5,7.949107427251389,15.898214854502777,100.0,20,20,100.0,,,,
292,145,7.372000000000002,0.5,7.940648858853099,15.881297717706198,100.0,20,20,100.0,,,,
293,32,7.371899999999999,0.5,8.103784604035832,16.207569208071664,100.0,20,20,100.0,,,,
294,40,7.367800000000001,0.5,7.857397275317334,15.714794550634668,100.0,20,20,100.0,,,,
295,36,7.3675000000000015,0.5,7.765498772654716,15.530997545309432,100.0,20,20,100.0,,,,
296,67,7.363600000000001,0.5,7.693698071289072,15.387396142578144,100.0,20,20,100.0,,,,
297,42,7.3561000000000005,0.5,8.042305478785332,16.084610957570664,100.0,20,20,100.0,,,,
298,75,7.3541,0.5,7.830546571826116,15.661093143652232,100.0,20,20,100.0,,,,
299,41,7.348200000000003,0.5,7.874602037077724,15.749204074155449,100.0,20,20,100.0,,,,
